66.194.6.74 - - [14/Jun/2006:07:38:29 -0400] "GET / HTTP/1.1" 200 16180 "-" "Mozilla/5.0 (compatible; Konqueror/3.1-rc1; i686 Linux; 20020218)"
72.30.252.87 - - [14/Jun/2006:10:11:25 -0400] "GET /robots.txt HTTP/1.0" 404 1461 "-" "Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)"
72.30.110.14 - - [14/Jun/2006:10:11:25 -0400] "GET /index.html HTTP/1.0" 200 16180 "-" "Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)"
212.95.252.16 - - [14/Jun/2006:11:14:09 -0400] "GET / HTTP/1.0" 200 16180 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)"
68.142.251.146 - - [14/Jun/2006:11:54:23 -0400] "GET /robots.txt HTTP/1.0" 404 1461 "-" "Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)"
68.142.250.167 - - [14/Jun/2006:11:54:23 -0400] "GET / HTTP/1.0" 304 - "-" "Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)"
207.224.70.245 - - [14/Jun/2006:12:53:38 -0400] "GET / HTTP/1.1" 200 16180 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)"
207.224.70.245 - - [14/Jun/2006:12:53:38 -0400] "GET /pix/espacio.gif HTTP/1.1" 200 43 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)"
207.224.70.245 - - [14/Jun/2006:12:53:38 -0400] "GET /pix/logo.gif HTTP/1.1" 200 1499 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)"
207.224.70.245 - - [14/Jun/2006:12:53:38 -0400] "GET /pix/photo_home.jpg HTTP/1.1" 200 6177 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)"
207.224.70.245 - - [14/Jun/2006:12:53:38 -0400] "GET /pix/redpixel.gif HTTP/1.1" 200 35 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)"
207.224.70.245 - - [14/Jun/2006:12:53:39 -0400] "GET /pix/button_home-over.gif HTTP/1.1" 200 200 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)"
207.224.70.245 - - [14/Jun/2006:12:53:39 -0400] "GET /pix/slogan.gif HTTP/1.1" 200 1226 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)"
207.224.70.245 - - [14/Jun/2006:12:53:39 -0400] "GET /pix/button_employers.gif HTTP/1.1" 200 301 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)"
207.224.70.245 - - [14/Jun/2006:12:53:39 -0400] "GET /pix/button_candidates.gif HTTP/1.1" 200 344 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)"
207.224.70.245 - - [14/Jun/2006:12:53:39 -0400] "GET /pix/button_about.gif HTTP/1.1" 200 223 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)"
207.224.70.245 - - [14/Jun/2006:12:53:39 -0400] "GET /pix/back_home.gif HTTP/1.1" 200 5333 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)"
207.224.70.245 - - [14/Jun/2006:12:53:39 -0400] "GET /pix/hjhl.gif HTTP/1.1" 200 534 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)"
207.224.70.245 - - [14/Jun/2006:12:53:39 -0400] "GET /pix/afaik.gif HTTP/1.1" 200 567 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)"
207.224.70.245 - - [14/Jun/2006:12:53:39 -0400] "GET /pix/fwiw.gif HTTP/1.1" 200 531 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)"
207.224.70.245 - - [14/Jun/2006:12:53:40 -0400] "GET /pix/ttys.gif HTTP/1.1" 200 484 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)"
207.224.70.245 - - [14/Jun/2006:12:53:40 -0400] "GET /pix/button_candidates-over.gif HTTP/1.1" 200 344 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)"
207.224.70.245 - - [14/Jun/2006:12:53:40 -0400] "GET /pix/button_employers-over.gif HTTP/1.1" 200 301 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)"
207.224.70.245 - - [14/Jun/2006:12:53:40 -0400] "GET /pix/button_about-over.gif HTTP/1.1" 200 223 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)"
207.224.70.245 - - [14/Jun/2006:12:54:12 -0400] "GET /favicon.ico HTTP/1.1" 404 1461 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)"
207.224.70.245 - - [14/Jun/2006:12:54:46 -0400] "GET /03about.html HTTP/1.1" 200 16537 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)"
207.224.70.245 - - [14/Jun/2006:12:54:47 -0400] "GET /menzies.css HTTP/1.1" 200 1397 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)"
207.224.70.245 - - [14/Jun/2006:12:54:47 -0400] "GET /pix/photo_about.jpg HTTP/1.1" 200 5707 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)"
207.224.70.245 - - [14/Jun/2006:12:54:47 -0400] "GET /pix/graypixel.gif HTTP/1.1" 200 35 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)"
207.224.70.245 - - [14/Jun/2006:12:54:47 -0400] "GET /pix/button_home.gif HTTP/1.1" 200 200 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)"
207.224.70.245 - - [14/Jun/2006:12:54:48 -0400] "GET /pix/title_about.gif HTTP/1.1" 200 1784 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)"
207.224.70.245 - - [14/Jun/2006:12:54:48 -0400] "GET /pix/back1line.gif HTTP/1.1" 200 67 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)"
207.224.70.245 - - [14/Jun/2006:12:54:48 -0400] "GET /pix/inthissection.gif HTTP/1.1" 200 591 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)"
207.224.70.245 - - [14/Jun/2006:12:54:48 -0400] "GET /pix/sidebutton_03b.gif HTTP/1.1" 200 546 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)"
